date,day_of_week,dish_name,prepared_count,sold_count,waste_count,price_per_item,is_peak_day,staff_count
2014-02-19,Wednesday,kottu,76,64,12,370.55,False,6
2014-02-19,Wednesday,rice_and_curry,45,28,17,324.24,False,6
2014-02-20,Thursday,chicken_biriyani,113,31,82,416.87,False,8
2014-02-20,Thursday,kottu,61,58,3,370.55,False,8
2014-02-20,Thursday,rolls,22,15,7,46.32,False,8
2014-02-20,Thursday,paratha_roti,67,47,20,46.32,False,8
2014-02-20,Thursday,egg_hopper,68,20,48,55.58,False,8
2014-02-21,Friday,watalappan,21,18,3,185.28,False,6
2014-02-21,Friday,chicken_biriyani,36,20,16,416.87,False,6
2014-02-21,Friday,paratha_roti,113,23,90,46.32,False,6
2014-02-22,Saturday,paratha_roti,108,51,57,50.95,True,9
2014-02-22,Saturday,vegetable_roti,37,18,19,50.95,True,9
2014-02-22,Saturday,fried_rice,24,13,11,382.13,True,9
2014-02-23,Sunday,rolls,90,47,43,50.95,True,11
2014-02-23,Sunday,kottu,27,25,2,407.61,True,11
2014-02-23,Sunday,watalappan,99,47,52,203.81,True,11
2014-02-24,Monday,chicken_biriyani,78,32,46,416.87,False,8
2014-02-24,Monday,watalappan,53,19,34,185.28,False,8
2014-02-24,Monday,kottu,78,43,35,370.55,False,8
2014-02-24,Monday,paratha_roti,30,20,10,46.32,False,8
2014-02-25,Tuesday,rice_and_curry,29,19,10,324.24,False,7
2014-02-26,Wednesday,rolls,81,42,39,46.32,False,4
2014-02-26,Wednesday,pittu,114,41,73,138.96,False,4
2014-02-26,Wednesday,watalappan,98,72,26,185.28,False,4
2014-02-26,Wednesday,rice_and_curry,106,90,16,324.24,False,4
2014-02-27,Thursday,pittu,64,33,31,138.96,False,6
2014-02-27,Thursday,rice_and_curry,53,24,29,324.24,False,6
2014-02-27,Thursday,vegetable_roti,28,20,8,46.32,False,6
2014-02-28,Friday,rolls,78,13,65,46.32,False,4
2014-02-28,Friday,fried_rice,47,16,31,347.4,False,4
2014-02-28,Friday,vegetable_roti,115,81,34,46.32,False,4
2014-03-01,Saturday,kottu,100,78,22,407.61,True,15
2014-03-01,Saturday,watalappan,47,26,21,203.81,True,15
2014-03-01,Saturday,pittu,66,45,21,152.85,True,15
2014-03-02,Sunday,rolls,52,44,8,50.95,True,11
2014-03-02,Sunday,rice_and_curry,104,29,75,356.66,True,11
2014-03-02,Sunday,paratha_roti,21,20,1,50.95,True,11
2014-03-02,Sunday,kottu,117,96,21,407.61,True,11
2014-03-03,Monday,vegetable_roti,23,19,4,46.32,False,4
2014-03-03,Monday,fried_rice,49,47,2,347.4,False,4
2014-03-04,Tuesday,vegetable_roti,39,26,13,46.32,False,6
2014-03-04,Tuesday,chicken_biriyani,46,12,34,416.87,False,6
2014-03-04,Tuesday,rolls,55,41,14,46.32,False,6
2014-03-04,Tuesday,paratha_roti,24,23,1,46.32,False,6
2014-03-05,Wednesday,watalappan,68,68,0,185.28,False,5
2014-03-05,Wednesday,vegetable_roti,117,80,37,46.32,False,5
2014-03-05,Wednesday,chicken_biriyani,96,80,16,416.87,False,5
2014-03-06,Thursday,pittu,59,28,31,138.96,False,7
2014-03-06,Thursday,rice_and_curry,40,17,23,324.24,False,7
2014-03-06,Thursday,paratha_roti,48,28,20,46.32,False,7
2014-03-06,Thursday,kottu,105,64,41,370.55,False,7
2014-03-07,Friday,watalappan,46,15,31,185.28,False,8
2014-03-07,Friday,rice_and_curry,59,56,3,324.24,False,8
2014-03-07,Friday,fried_rice,55,14,41,347.4,False,8
2014-03-08,Saturday,rice_and_curry,118,110,8,356.66,True,11
2014-03-08,Saturday,pittu,33,33,0,152.85,True,11
2014-03-09,Sunday,egg_hopper,29,15,14,61.14,True,14
2014-03-09,Sunday,paratha_roti,84,59,25,50.95,True,14
2014-03-09,Sunday,watalappan,30,27,3,203.81,True,14
2014-03-09,Sunday,rolls,59,31,28,50.95,True,14
2014-03-10,Monday,pittu,120,87,33,138.96,False,8
2014-03-10,Monday,rolls,105,99,6,46.32,False,8
2014-03-10,Monday,egg_hopper,106,12,94,55.58,False,8
2014-03-10,Monday,watalappan,91,45,46,185.28,False,8
2014-03-11,Tuesday,fried_rice,33,32,1,347.4,False,8
2014-03-11,Tuesday,egg_hopper,97,14,83,55.58,False,8
2014-03-11,Tuesday,vegetable_roti,90,10,80,46.32,False,8
2014-03-11,Tuesday,watalappan,88,33,55,185.28,False,8
2014-03-12,Wednesday,paratha_roti,84,33,51,46.32,False,7
2014-03-12,Wednesday,rice_and_curry,22,17,5,324.24,False,7
2014-03-13,Thursday,rolls,96,81,15,46.32,False,6
2014-03-13,Thursday,egg_hopper,65,60,5,55.58,False,6
2014-03-13,Thursday,watalappan,68,55,13,185.28,False,6
2014-03-14,Friday,watalappan,32,26,6,185.28,False,4
2014-03-14,Friday,rice_and_curry,116,34,82,324.24,False,4
2014-03-14,Friday,fried_rice,25,12,13,347.4,False,4
2014-03-14,Friday,kottu,89,18,71,370.55,False,4
2014-03-14,Friday,pittu,23,11,12,138.96,False,4
2014-03-15,Saturday,pittu,72,67,5,152.85,True,6
2014-03-15,Saturday,egg_hopper,67,42,25,61.14,True,6
2014-03-15,Saturday,watalappan,119,48,71,203.81,True,6
2014-03-16,Sunday,paratha_roti,94,67,27,50.95,True,13
2014-03-16,Sunday,vegetable_roti,82,12,70,50.95,True,13
2014-03-16,Sunday,rolls,114,110,4,50.95,True,13
2014-03-16,Sunday,fried_rice,94,81,13,382.13,True,13
2014-03-17,Monday,fried_rice,54,47,7,347.4,False,5
2014-03-17,Monday,kottu,109,41,68,370.55,False,5
2014-03-17,Monday,rice_and_curry,52,38,14,324.24,False,5
2014-03-17,Monday,vegetable_roti,78,10,68,46.32,False,5
2014-03-17,Monday,egg_hopper,23,19,4,55.58,False,5
2014-03-18,Tuesday,vegetable_roti,76,19,57,46.32,False,5
2014-03-18,Tuesday,paratha_roti,113,38,75,46.32,False,5
2014-03-18,Tuesday,rolls,49,28,21,46.32,False,5
2014-03-18,Tuesday,watalappan,90,37,53,185.28,False,5
2014-03-19,Wednesday,watalappan,67,19,48,185.28,False,8
2014-03-19,Wednesday,chicken_biriyani,98,32,66,416.87,False,8
2014-03-19,Wednesday,paratha_roti,45,42,3,46.32,False,8
2014-03-20,Thursday,egg_hopper,57,31,26,55.58,False,6
2014-03-20,Thursday,vegetable_roti,82,46,36,46.32,False,6
2014-03-20,Thursday,fried_rice,25,14,11,347.4,False,6
2014-03-21,Friday,paratha_roti,63,50,13,46.32,False,6
2014-03-21,Friday,kottu,38,28,10,370.55,False,6
2014-03-21,Friday,pittu,111,32,79,138.96,False,6
2014-03-22,Saturday,rolls,29,13,16,50.95,True,8
2014-03-22,Saturday,vegetable_roti,64,18,46,50.95,True,8
2014-03-22,Saturday,chicken_biriyani,66,52,14,458.56,True,8
2014-03-22,Saturday,pittu,85,22,63,152.85,True,8
2014-03-23,Sunday,fried_rice,100,44,56,382.13,True,9
2014-03-23,Sunday,watalappan,38,13,25,203.81,True,9
2014-03-23,Sunday,rice_and_curry,61,36,25,356.66,True,9
2014-03-24,Monday,watalappan,25,14,11,185.28,False,8
2014-03-24,Monday,egg_hopper,22,13,9,55.58,False,8
2014-03-24,Monday,rolls,65,36,29,46.32,False,8
2014-03-25,Tuesday,vegetable_roti,35,28,7,46.32,False,5
2014-03-25,Tuesday,rice_and_curry,116,25,91,324.24,False,5
2014-03-26,Wednesday,egg_hopper,42,16,26,55.58,False,4
2014-03-26,Wednesday,rolls,87,44,43,46.32,False,4
2014-03-26,Wednesday,fried_rice,91,59,32,347.4,False,4
2014-03-27,Thursday,fried_rice,88,22,66,347.4,False,5
2014-03-27,Thursday,rolls,103,79,24,46.32,False,5
2014-03-28,Friday,kottu,112,81,31,370.55,False,7
2014-03-28,Friday,vegetable_roti,71,17,54,46.32,False,7
2014-03-28,Friday,pittu,49,39,10,138.96,False,7
2014-03-28,Friday,fried_rice,116,98,18,347.4,False,7
2014-03-28,Friday,egg_hopper,97,11,86,55.58,False,7
2014-03-29,Saturday,egg_hopper,41,12,29,61.14,True,13
2014-03-29,Saturday,vegetable_roti,96,28,68,50.95,True,13
2014-03-29,Saturday,paratha_roti,30,20,10,50.95,True,13
2014-03-29,Saturday,fried_rice,111,27,84,382.13,True,13
2014-03-29,Saturday,rolls,117,116,1,50.95,True,13
2014-03-30,Sunday,rice_and_curry,102,96,6,356.66,True,13
2014-03-30,Sunday,vegetable_roti,60,50,10,50.95,True,13
2014-03-30,Sunday,paratha_roti,72,24,48,50.95,True,13
2014-03-30,Sunday,fried_rice,76,21,55,382.13,True,13
2014-03-31,Monday,chicken_biriyani,55,36,19,416.87,False,5
2014-03-31,Monday,egg_hopper,89,48,41,55.58,False,5
2014-03-31,Monday,watalappan,68,62,6,185.28,False,5
2014-04-01,Tuesday,paratha_roti,36,25,11,46.32,False,4
2014-04-01,Tuesday,fried_rice,70,11,59,347.4,False,4
2014-04-01,Tuesday,vegetable_roti,38,16,22,46.32,False,4
2014-04-01,Tuesday,watalappan,66,31,35,185.28,False,4
2014-04-02,Wednesday,rolls,35,32,3,46.32,False,5
2014-04-02,Wednesday,watalappan,42,25,17,185.28,False,5
2014-04-02,Wednesday,egg_hopper,80,69,11,55.58,False,5
2014-04-02,Wednesday,chicken_biriyani,58,16,42,416.87,False,5
2014-04-02,Wednesday,fried_rice,85,30,55,347.4,False,5
2014-04-03,Thursday,pittu,98,35,63,138.96,False,7
2014-04-03,Thursday,watalappan,40,15,25,185.28,False,7
2014-04-04,Friday,vegetable_roti,70,14,56,46.32,False,8
2014-04-04,Friday,fried_rice,33,33,0,347.4,False,8
2014-04-04,Friday,rolls,21,20,1,46.32,False,8
2014-04-05,Saturday,fried_rice,71,50,21,382.13,True,9
2014-04-05,Saturday,egg_hopper,54,48,6,61.14,True,9
2014-04-05,Saturday,watalappan,107,73,34,203.81,True,9
2014-04-06,Sunday,paratha_roti,48,12,36,50.95,True,11
2014-04-06,Sunday,fried_rice,92,77,15,382.13,True,11
2014-04-07,Monday,vegetable_roti,97,38,59,46.32,False,7
2014-04-07,Monday,paratha_roti,110,72,38,46.32,False,7
2014-04-08,Tuesday,watalappan,86,56,30,185.28,False,6
2014-04-08,Tuesday,pittu,30,17,13,138.96,False,6
2014-04-08,Tuesday,egg_hopper,106,41,65,55.58,False,6
2014-04-09,Wednesday,pittu,39,19,20,138.96,False,4
2014-04-09,Wednesday,rice_and_curry,95,59,36,324.24,False,4
2014-04-09,Wednesday,chicken_biriyani,114,59,55,416.87,False,4
2014-04-09,Wednesday,paratha_roti,103,37,66,46.32,False,4
2014-04-10,Thursday,watalappan,60,49,11,203.81,True,6
2014-04-10,Thursday,vegetable_roti,49,15,34,50.95,True,6
2014-04-10,Thursday,rice_and_curry,38,19,19,356.66,True,6
2014-04-11,Friday,rice_and_curry,87,25,62,356.66,True,12
2014-04-11,Friday,paratha_roti,74,51,23,50.95,True,12
2014-04-11,Friday,pittu,35,28,7,152.85,True,12
2014-04-12,Saturday,rolls,77,26,51,50.95,True,10
2014-04-12,Saturday,fried_rice,37,12,25,382.13,True,10
2014-04-12,Saturday,kottu,47,24,23,407.61,True,10
2014-04-12,Saturday,vegetable_roti,23,20,3,50.95,True,10
2014-04-13,Sunday,paratha_roti,41,34,7,50.95,True,7
2014-04-13,Sunday,vegetable_roti,89,19,70,50.95,True,7
2014-04-13,Sunday,rice_and_curry,110,88,22,356.66,True,7
2014-04-13,Sunday,chicken_biriyani,86,72,14,458.56,True,7
2014-04-13,Sunday,fried_rice,56,54,2,382.13,True,7
2014-04-14,Monday,paratha_roti,95,34,61,50.95,True,10
2014-04-14,Monday,pittu,82,79,3,152.85,True,10
2014-04-15,Tuesday,chicken_biriyani,69,36,33,458.56,True,6
2014-04-15,Tuesday,watalappan,45,34,11,203.81,True,6
2014-04-15,Tuesday,egg_hopper,82,39,43,61.14,True,6
2014-04-15,Tuesday,paratha_roti,83,20,63,50.95,True,6
2014-04-16,Wednesday,fried_rice,55,52,3,347.4,False,4
2014-04-16,Wednesday,chicken_biriyani,35,17,18,416.87,False,4
2014-04-16,Wednesday,kottu,68,17,51,370.55,False,4
2014-04-16,Wednesday,watalappan,86,32,54,185.28,False,4
2014-04-17,Thursday,watalappan,55,41,14,185.28,False,8
2014-04-17,Thursday,pittu,34,16,18,138.96,False,8
2014-04-18,Friday,pittu,92,50,42,138.96,False,8
2014-04-18,Friday,rolls,119,33,86,46.32,False,8
2014-04-18,Friday,chicken_biriyani,79,72,7,416.87,False,8
2014-04-19,Saturday,chicken_biriyani,65,39,26,458.56,True,6
2014-04-19,Saturday,rice_and_curry,69,16,53,356.66,True,6
2014-04-20,Sunday,fried_rice,106,32,74,382.13,True,13
2014-04-20,Sunday,rice_and_curry,93,86,7,356.66,True,13
2014-04-20,Sunday,rolls,77,56,21,50.95,True,13
2014-04-21,Monday,watalappan,105,42,63,185.28,False,8
2014-04-21,Monday,pittu,114,31,83,138.96,False,8
2014-04-21,Monday,chicken_biriyani,49,30,19,416.87,False,8
2014-04-22,Tuesday,paratha_roti,120,10,110,46.32,False,8
2014-04-22,Tuesday,chicken_biriyani,25,18,7,416.87,False,8
2014-04-23,Wednesday,kottu,37,26,11,370.55,False,4
2014-04-23,Wednesday,watalappan,34,33,1,185.28,False,4
2014-04-24,Thursday,paratha_roti,31,26,5,46.32,False,4
2014-04-24,Thursday,vegetable_roti,115,10,105,46.32,False,4
2014-04-24,Thursday,egg_hopper,39,23,16,55.58,False,4
2014-04-25,Friday,vegetable_roti,91,64,27,46.32,False,8
2014-04-25,Friday,pittu,91,90,1,138.96,False,8
2014-04-25,Friday,rolls,89,36,53,46.32,False,8
2014-04-25,Friday,fried_rice,44,29,15,347.4,False,8
2014-04-26,Saturday,vegetable_roti,71,65,6,50.95,True,13
2014-04-26,Saturday,egg_hopper,94,42,52,61.14,True,13
2014-04-26,Saturday,paratha_roti,33,24,9,50.95,True,13
2014-04-27,Sunday,paratha_roti,118,113,5,50.95,True,12
2014-04-27,Sunday,kottu,72,69,3,407.61,True,12
2014-04-27,Sunday,chicken_biriyani,52,16,36,458.56,True,12
2014-04-27,Sunday,watalappan,73,43,30,203.81,True,12
2014-04-28,Monday,egg_hopper,32,16,16,55.58,False,7
2014-04-28,Monday,watalappan,72,32,40,185.28,False,7
2014-04-29,Tuesday,rolls,106,85,21,46.32,False,6
2014-04-30,Wednesday,rice_and_curry,31,14,17,324.24,False,7
2014-04-30,Wednesday,vegetable_roti,116,106,10,46.32,False,7
2014-04-30,Wednesday,rolls,58,48,10,46.32,False,7
2014-04-30,Wednesday,kottu,26,10,16,370.55,False,7
2014-04-30,Wednesday,fried_rice,82,19,63,347.4,False,7
2014-05-01,Thursday,chicken_biriyani,37,20,17,416.87,False,7
2014-05-01,Thursday,pittu,104,52,52,138.96,False,7
2014-05-01,Thursday,kottu,112,41,71,370.55,False,7
2014-05-01,Thursday,egg_hopper,112,99,13,55.58,False,7
2014-05-01,Thursday,rice_and_curry,51,17,34,324.24,False,7
2014-05-02,Friday,kottu,34,26,8,370.55,False,5
2014-05-02,Friday,egg_hopper,84,30,54,55.58,False,5
2014-05-02,Friday,vegetable_roti,91,76,15,46.32,False,5
2014-05-03,Saturday,watalappan,55,44,11,203.81,True,15
2014-05-03,Saturday,pittu,70,28,42,152.85,True,15
2014-05-03,Saturday,rice_and_curry,42,41,1,356.66,True,15
2014-05-04,Sunday,pittu,43,36,7,152.85,True,6
2014-05-04,Sunday,egg_hopper,82,36,46,61.14,True,6
2014-05-04,Sunday,fried_rice,48,24,24,382.13,True,6
2014-05-05,Monday,paratha_roti,117,27,90,46.32,False,6
2014-05-05,Monday,kottu,67,42,25,370.55,False,6
2014-05-05,Monday,chicken_biriyani,70,57,13,416.87,False,6
2014-05-05,Monday,egg_hopper,56,42,14,55.58,False,6
2014-05-06,Tuesday,fried_rice,102,86,16,347.4,False,8
2014-05-06,Tuesday,kottu,35,14,21,370.55,False,8
2014-05-06,Tuesday,paratha_roti,69,16,53,46.32,False,8
2014-05-06,Tuesday,watalappan,68,33,35,185.28,False,8
2014-05-07,Wednesday,vegetable_roti,48,43,5,46.32,False,5
2014-05-07,Wednesday,rice_and_curry,90,84,6,324.24,False,5
2014-05-07,Wednesday,kottu,61,28,33,370.55,False,5
2014-05-08,Thursday,rolls,119,13,106,46.32,False,7
2014-05-08,Thursday,chicken_biriyani,31,11,20,416.87,False,7
2014-05-08,Thursday,vegetable_roti,51,19,32,46.32,False,7
2014-05-09,Friday,fried_rice,39,14,25,347.4,False,5
2014-05-09,Friday,vegetable_roti,92,16,76,46.32,False,5
2014-05-10,Saturday,vegetable_roti,120,57,63,50.95,True,12
2014-05-10,Saturday,paratha_roti,112,15,97,50.95,True,12
2014-05-10,Saturday,chicken_biriyani,66,57,9,458.56,True,12
2014-05-10,Saturday,kottu,49,11,38,407.61,True,12
2014-05-10,Saturday,rice_and_curry,97,58,39,356.66,True,12
2014-05-11,Sunday,pittu,24,23,1,152.85,True,9
2014-05-11,Sunday,vegetable_roti,41,14,27,50.95,True,9
2014-05-11,Sunday,kottu,45,28,17,407.61,True,9
2014-05-11,Sunday,fried_rice,100,84,16,382.13,True,9
2014-05-12,Monday,kottu,68,40,28,370.55,False,5
2014-05-12,Monday,egg_hopper,43,28,15,55.58,False,5
2014-05-12,Monday,vegetable_roti,31,22,9,46.32,False,5
2014-05-12,Monday,rice_and_curry,23,14,9,324.24,False,5
2014-05-13,Tuesday,fried_rice,76,19,57,347.4,False,6
